1,1,7.352833333333334E-5,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
1,2,3.611283333333334E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
2,1,3.9834166666666667E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
2,2,4.3561833333333335E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
3,1,4.5608666666666666E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3,2,4.81345E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4,1,5.001333333333333E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
4,2,5.2694E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
5,1,5.462583333333334E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
5,2,5.700533333333334E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
6,1,5.896266666666667E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
6,2,6.09105E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
7,1,6.248866666666666E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
7,2,6.478300000000001E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
8,1,6.664483333333333E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
8,2,6.93435E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
9,1,7.15755E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
9,2,7.372983333333333E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
10,1,7.54275E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
10,2,7.742700000000001E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
11,1,8.07245E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
11,2,8.460216666666667E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
12,1,8.721833333333334E-4,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
12,2,9.941966666666667E-4,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
13,1,0.0010276016666666667,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
13,2,0.0010695216666666667,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
14,1,0.0010959616666666666,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
14,2,0.0011324166666666668,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
15,1,0.0011610066666666665,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
15,2,0.0012154433333333332,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
16,1,0.001263445,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
16,2,0.0012991416666666667,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
17,1,0.0013646966666666668,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
17,2,0.0014246033333333334,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
18,1,0.0014553533333333333,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
18,2,0.0015281483333333334,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
19,1,0.0015533833333333331,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
19,2,0.0015740516666666667,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
20,1,0.0015954616666666666,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
20,2,0.0016309983333333334,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
21,1,0.001658395,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
21,2,0.0017432733333333334,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
22,1,0.0017971166666666668,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
22,2,0.00182526,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
23,1,0.00187358,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
23,2,0.0018983383333333332,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
24,1,0.0019142166666666666,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
24,2,0.0019412000000000001,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
25,1,0.0019632066666666666,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
25,2,0.0019824116666666666,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
26,1,0.0019987866666666665,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
26,2,0.002055481666666667,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
27,1,0.0020749116666666668,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
27,2,0.0021120550000000003,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
28,1,0.002137365,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
28,2,0.0021759500000000003,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
29,1,0.0021962166666666667,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
29,2,0.002234968333333333,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
30,1,0.0022746633333333337,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
30,2,0.003013041666666667,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
31,1,0.003952783333333333,MyAgent@2,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
31,2,0.00402785,TimeDependentAgentLinear@3,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
