1,1,7.598444444444445E-5,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
1,2,1.2340555555555557E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
2,1,1.5836444444444444E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
2,2,1.9636666666666668E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
3,1,2.278088888888889E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3,2,2.511788888888889E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4,1,3.0894555555555553E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
4,2,3.451711111111111E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
5,1,3.7300666666666664E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
5,2,3.994277777777778E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
6,1,4.3780999999999996E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
6,2,4.7471555555555556E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
7,1,5.382366666666666E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
7,2,5.741877777777777E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
8,1,6.100422222222223E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
8,2,6.690233333333333E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
9,1,7.1861E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
9,2,7.598244444444446E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
10,1,7.827122222222221E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
10,2,8.06288888888889E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
11,1,8.461733333333334E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
11,2,8.93381111111111E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
12,1,9.352677777777778E-4,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
12,2,9.569688888888889E-4,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
13,1,0.0010244333333333333,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
13,2,0.0010658466666666666,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
14,1,0.0011264166666666666,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
14,2,0.001157457777777778,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
15,1,0.0012323333333333333,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
15,2,0.0012683877777777779,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
16,1,0.0013376077777777777,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
16,2,0.0013703355555555556,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
17,1,0.001430692222222222,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
17,2,0.0014734333333333333,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
18,1,0.0015165500000000002,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
18,2,0.0015517188888888888,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
19,1,0.001628397777777778,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
19,2,0.0016552855555555554,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
20,1,0.001688791111111111,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
20,2,0.0017481366666666667,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
21,1,0.0017956455555555556,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
21,2,0.0018243133333333333,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
22,1,0.0018505744444444444,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
22,2,0.0018861044444444443,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
23,1,0.0019321755555555555,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
23,2,0.0019819144444444448,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
24,1,0.0020383422222222222,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
24,2,0.002064721111111111,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
25,1,0.002084226666666667,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
25,2,0.0021078544444444445,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
26,1,0.002136058888888889,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
26,2,0.00216071,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
27,1,0.00220034,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
27,2,0.002241237777777778,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
28,1,0.0022823733333333335,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
28,2,0.002340391111111111,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
29,1,0.00236597,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
29,2,0.0023967233333333335,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
30,1,0.002421916666666667,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
30,2,0.0024444600000000003,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
31,1,0.0024812922222222224,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
31,2,0.0025016511111111113,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
32,1,0.0025508433333333333,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
32,2,0.00258302,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
33,1,0.0026373977777777776,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
33,2,0.0026738766666666667,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
34,1,0.002722431111111111,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
34,2,0.002743831111111111,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
35,1,0.0027581899999999998,Agent46@4,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
35,2,0.0027776822222222225,KLH@5,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
