1,1,0.01639344262295082,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 512GB, Monitor: 15])
1,2,0.01639344262295082,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
2,1,0.03278688524590164,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 512GB, Monitor: 15])
2,2,0.03278688524590164,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
3,1,0.04918032786885246,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
3,2,0.04918032786885246,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 15])
4,1,0.06557377049180328,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
4,2,0.06557377049180328,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
5,1,0.08196721311475409,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 512GB, Monitor: 15])
5,2,0.08196721311475409,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
6,1,0.09836065573770492,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 512GB, Monitor: 15])
6,2,0.09836065573770492,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 256GB, Monitor: 17])
7,1,0.11475409836065574,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 512GB, Monitor: 15])
7,2,0.11475409836065574,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 512GB, Monitor: 15])
8,1,0.13114754098360656,MyAgent@0,(Offer  bid:Bid[price: 1000, HardDisk: 1TB, Monitor: 15])
8,2,0.13114754098360656,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 512GB, Monitor: 15])
9,1,0.14754098360655737,MyAgent@0,(Offer  bid:Bid[price: 1200, HardDisk: 1TB, Monitor: 15])
9,2,0.14754098360655737,TimeDependentAgentLinear@1,(Offer  bid:Bid[price: 1400, HardDisk: 512GB, Monitor: 15])
